ID,gender,eventNum,order,partnerID,match,int_corr,samerace,partnerAge,partnerRace,parterPrefAttractive,partnerPrefSincere,partnerPrefIntelligent,partnerPrefFun,partnerPrefAmbitious,partnerPrefSharedInterests,partnerDecision,pRatingAttractive,pRatingSincere,pRatingIntelligent,pRatingFun,pRatingAmbitious,pRatingSharedInterests,pLike,pChanceYes,pMetBefore,age,field,field_cd,race,imprace,imprelig,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
301,0,12,10,313,0,0.26,1,27,2,19,13,18,18,10,22,0,5,8,9,8,8,5,8,8,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,11,314,0,0.48,0,32,6,20,10,30,20,10,10,1,7,7,7,7,5,6,6,6,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,12,315,0,0.54,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,5,8,8,7,7,3,6,3,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,14,316,0,0.36,1,25,2,25,20,15,25,10,5,0,5,6,8,4,5,3,3,2,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,4,317,0,0.67,1,30,2,50,0,20,20,0,10,0,4,10,10,8,5,5,6,8,,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,1,318,0,0.15,0,29,6,40,30,10,8,2,10,0,7,7,7,6,7,6,7,1,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,7,319,0,-0.11,1,26,2,20,25,20,10,5,20,0,5,6,7,8,9,10,6,5,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,5,320,0,0.63,1,36,2,20,16,16,16,16,16,0,7,8,9,2,9,,5,1,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
301,0,12,9,321,0,0.63,1,29,2,30,15,15,20,10,10,0,6,7,8,7,5,5,7,5,2,34,bilingual education,9,2,3,8,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8
302,0,12,13,308,0,-0.23,0,27,4,17,19,18,17,11,18,0,8,9,10,8,7,7,9,5,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,2,309,0,-0.3,1,32,2,20,20,20,20,10,10,0,5,4,4,4,4,0,3,2,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,9,310,0,-0.62,1,25,2,24,15,20,20,8,13,0,6,6,5,7,5,4,4,4,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,4,311,0,0.24,0,29,4,50,20,10,10,5,5,0,4,0,2,0,3,8,3,0,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,12,312,0,-0.13,1,23,2,25,5,30,15,5,20,0,6,4,4,8,4,8,6,10,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,6,313,0,0.58,1,27,2,19,13,18,18,10,22,0,3,6,4,8,6,5,4,7,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,7,314,0,0.16,0,32,6,20,10,30,20,10,10,0,7,5,6,7,6,6,6,5,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,8,315,0,-0.13,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,2,8,6,4,7,2,4,1,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,10,316,0,0.1,1,25,2,25,20,15,25,10,5,0,4,5,6,8,7,6,5,5,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,14,317,0,0.12,1,30,2,50,0,20,20,0,10,0,4,7,8,6,7,4,5,7,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,11,318,0,0.13,0,29,6,40,30,10,8,2,10,0,4,3,5,4,6,4,5,1,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,3,319,0,0.37,1,26,2,20,25,20,10,5,20,0,7,8,7,6,8,5,6,5,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,1,320,0,-0.35,1,36,2,20,16,16,16,16,16,0,5,8,6,10,5,,9,5,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
302,0,12,5,321,0,0.3,1,29,2,30,15,15,20,10,10,0,6,6,7,8,7,7,6,5,2,21,speech pathology,3,2,8,7,50,5,20,10,5,10,70,5,5,15,0,5,8,8,8,8,10
303,0,12,2,308,0,0.43,0,27,4,17,19,18,17,11,18,0,8,9,10,7,6,6,8,2,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,5,309,0,0.59,1,32,2,20,20,20,20,10,10,1,10,10,10,9,10,,8,9,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,12,310,0,0.17,1,25,2,24,15,20,20,8,13,0,6,8,7,5,5,5,6,4,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,7,311,0,0.43,0,29,4,50,20,10,10,5,5,1,8,7,7,8,5,8,8,7,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,1,312,0,0.55,1,23,2,25,5,30,15,5,20,1,9,8,8,6,7,9,9,6,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,9,313,1,0.19,1,27,2,19,13,18,18,10,22,1,7,7,9,8,9,6,9,6,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,10,314,0,0.51,0,32,6,20,10,30,20,10,10,1,6,7,7,7,6,6,7,6,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,11,315,0,0.58,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,7,7,7,7,6,3,6,4,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,13,316,0,0.48,1,25,2,25,20,15,25,10,5,0,6,5,6,6,3,3,4,4,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,3,317,0,0.56,1,30,2,50,0,20,20,0,10,1,7,7,9,8,7,9,7,7,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,14,318,0,0.21,0,29,6,40,30,10,8,2,10,1,6,4,5,5,5,5,6,1,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,6,319,0,0.04,1,26,2,20,25,20,10,5,20,1,9,7,8,9,8,10,8,5,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,4,320,0,0.8,1,36,2,20,16,16,16,16,16,0,7,7,7,5,5,,5,2,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
303,0,12,8,321,0,0.51,1,29,2,30,15,15,20,10,10,0,5,7,7,6,6,6,6,5,2,33,Education,9,2,2,1,20,25,25,10,15,5,40,10,15,25,5,5,8,10,9,8,6
304,0,12,8,308,0,0.11,0,27,4,17,19,18,17,11,18,0,7,9,8,7,6,7,8,4,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,11,309,0,0.36,1,32,2,20,20,20,20,10,10,0,8,10,8,10,8,4,8,2,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,4,310,0,0.07,1,25,2,24,15,20,20,8,13,1,8,7,7,7,7,5,7,6,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,13,311,0,0.31,0,29,4,50,20,10,10,5,5,1,7,7,4,5,5,5,6,9,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,7,312,0,0.13,1,23,2,25,5,30,15,5,20,0,6,6,6,6,4,3,6,6,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,1,313,0,0.25,1,27,2,19,13,18,18,10,22,0,6,8,7,8,6,6,7,7,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,2,314,0,0.63,0,32,6,20,10,30,20,10,10,0,5,7,5,6,7,5,6,5,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,3,315,0,0.51,1,27,2,6.67,19.05,42.86,9.52,14.29,7.62,0,7,9,8,8,3,3,6,4,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,5,316,0,0.41,1,25,2,25,20,15,25,10,5,1,8,8,8,9,6,6,8,5,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,9,317,1,0.61,1,30,2,50,0,20,20,0,10,1,8,6,8,8,8,7,8,6,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,6,318,0,0.31,0,29,6,40,30,10,8,2,10,0,5,6,5,6,6,3,5,1,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,12,319,0,-0.27,1,26,2,20,25,20,10,5,20,0,6,6,6,9,8,8,7,7,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,10,320,0,0.49,1,36,2,20,16,16,16,16,16,0,5,7,6,5,5,,5,3,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
304,0,12,14,321,0,0.55,1,29,2,30,15,15,20,10,10,0,4,7,6,6,5,5,4,5,2,28,Speech Pathology,3,2,1,10,5,20,25,25,15,10,25,15,20,25,5,10,6,10,10,8,8
305,0,12,1,308,0,0.19,1,27,4,17,19,18,17,11,18,0,8,9,8,7,6,7,8,5,1,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,4,309,1,0.46,0,32,2,20,20,20,20,10,10,1,10,10,10,10,10,5,8,5,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,11,310,0,0.19,0,25,2,24,15,20,20,8,13,0,7,8,7,6,6,4,6,5,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,6,311,0,0.03,1,29,4,50,20,10,10,5,5,0,5,7,6,5,6,7,6,10,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,14,312,0,0.1,0,23,2,25,5,30,15,5,20,0,5,7,8,4,8,5,5,5,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,8,313,0,0.23,0,27,2,19,13,18,18,10,22,0,6,7,7,5,6,4,5,5,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,9,314,0,0.59,0,32,6,20,10,30,20,10,10,0,6,6,6,6,5,5,6,6,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,10,315,1,0.53,0,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,9,8,8,6,4,5,7,6,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,12,316,0,0.38,0,25,2,25,20,15,25,10,5,0,5,6,5,4,4,3,3,2,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,2,317,0,0.46,0,30,2,50,0,20,20,0,10,1,8,9,9,8,5,5,7,9,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,13,318,0,0.35,0,29,6,40,30,10,8,2,10,0,5,6,5,6,5,4,5,2,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,5,319,0,-0.26,0,26,2,20,25,20,10,5,20,0,6,8,6,5,8,6,7,7,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,3,320,0,0.45,0,36,2,20,16,16,16,16,16,0,8,2,9,5,9,,5,1,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
305,0,12,7,321,0,0.47,0,29,2,30,15,15,20,10,10,0,4,8,7,6,5,5,5,5,2,29,math education,9,4,6,9,10,47,16,12,3,12,35,15,8,20,2,20,7,9,8,9,5
306,0,12,9,308,0,0.39,1,27,4,17,19,18,17,11,18,0,10,10,10,10,8,7,9,6,1,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,12,309,0,-0.22,0,32,2,20,20,20,20,10,10,0,10,10,8,8,,,8,4,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,5,310,0,0.1,0,25,2,24,15,20,20,8,13,0,8,8,7,6,7,3,6,5,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,14,311,0,0,1,29,4,50,20,10,10,5,5,0,6,5,5,2,8,7,7,8,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,8,312,0,-0.21,0,23,2,25,5,30,15,5,20,0,7,6,6,5,5,2,5,6,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,2,313,0,-0.18,0,27,2,19,13,18,18,10,22,0,4,8,6,6,6,4,4,5,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,3,314,0,0.34,0,32,6,20,10,30,20,10,10,1,9,8,7,8,5,6,8,7,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,4,315,1,-0.21,0,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,8,8,9,10,4,2,7,6,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,6,316,0,-0.39,0,25,2,25,20,15,25,10,5,0,6,6,5,3,4,2,2,2,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,10,317,0,-0.1,0,30,2,50,0,20,20,0,10,0,7,10,7,6,4,5,6,7,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,7,318,0,0.33,0,29,6,40,30,10,8,2,10,0,4,6,5,4,5,4,,3,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,13,319,0,-0.37,0,26,2,20,25,20,10,5,20,0,8,6,7,6,5,5,7,7,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,11,320,0,0.2,0,36,2,20,16,16,16,16,16,0,6,7,4,4,4,,5,1,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
306,0,12,1,321,0,-0.08,0,29,2,30,15,15,20,10,10,0,4,8,7,7,5,6,6,5,2,22,TESOL,9,4,6,2,16,20,19,16,18,11,22,13,18,18,16,13,6,9,8,8,8
307,0,12,10,308,0,0.4,1,27,4,17,19,18,17,11,18,1,8,9,9,8,7,7,9,5,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,13,309,0,0.34,0,32,2,20,20,20,20,10,10,1,10,10,10,10,,,8,8,,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,6,310,0,-0.21,0,25,2,24,15,20,20,8,13,1,8,8,8,8,8,5,8,7,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,1,311,0,0.28,1,29,4,50,20,10,10,5,5,0,5,8,6,7,5,6,7,8,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,9,312,1,0.43,0,23,2,25,5,30,15,5,20,1,7,8,8,6,7,6,7,7,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,3,313,0,0.36,0,27,2,19,13,18,18,10,22,0,5,7,9,8,8,8,8,7,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,4,314,0,0.48,0,32,6,20,10,30,20,10,10,1,7,8,7,7,5,6,7,6,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,5,315,0,0.39,0,27,2,6.67,19.05,42.86,9.52,14.29,7.62,1,10,8,10,9,5,4,8,7,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,7,316,1,0.33,0,25,2,25,20,15,25,10,5,1,7,7,7,6,6,4,6,3,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,11,317,1,0.31,0,30,2,50,0,20,20,0,10,1,7,7,7,6,8,9,7,7,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,8,318,0,0.18,0,29,6,40,30,10,8,2,10,0,6,6,7,6,5,3,6,2,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,14,319,0,-0.01,0,26,2,20,25,20,10,5,20,1,9,9,7,7,5,6,8,6,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,12,320,0,0.48,0,36,2,20,16,16,16,16,16,0,6,8,8,4,6,,5,2,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
307,0,12,2,321,0,0.4,0,29,2,30,15,15,20,10,10,0,6,8,7,8,7,7,7,5,2,27,Elementary Education,9,4,1,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8
308,1,12,6,294,0,0.03,1,30,4,20,20,35,5,10,10,0,4,9,9,6,8,6,9,6,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,5,295,0,0.44,0,30,2,10,18,20,16,16,20,0,4,10,9,6,6,,7,4,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,12,296,0,0.01,0,28,2,15,20,35,15,5,10,0,5,5,6,3,3,4,3,1,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,11,297,1,0.38,0,21,2,25,25,15,15,10,10,1,5,10,8,7,8,8,6,8,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,14,298,0,0.31,0,22,2,10,30,20,10,15,15,0,6,8,8,6,8,6,6,6,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,4,299,0,0.03,1,24,4,10,40,10,20,10,10,0,8,9,10,10,10,5,9,8,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,7,300,0,0.24,0,35,2,15,20,25,15,15,10,0,6,10,10,9,10,8,7,10,1,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,3,301,0,0.31,0,34,2,20,20,20,20,10,10,0,5,6,8,2,9,2,5,5,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,13,302,0,-0.23,0,21,2,50,5,20,10,5,10,0,5,10,10,,10,5,5,7,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,2,303,0,0.43,0,33,2,20,25,25,10,15,5,0,4,6,7,5,8,6,6,8,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,8,304,0,0.11,0,28,2,5,20,25,25,15,10,0,2,8,9,1,8,0,5,2,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,1,305,0,0.19,1,29,4,10,47,16,12,3,12,0,5,8,8,7,7,6,7,8,1,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,9,306,0,0.39,1,22,4,16,20,19,16,18,11,0,9,9,9,9,8,9,8,5,1,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
308,1,12,10,307,0,0.4,1,27,4,10,20,20,15,20,15,0,3,6,7,5,5,4,6,5,2,27,Cognitive Studies in Education,9,4,7,3,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
309,1,12,9,294,0,0.46,0,30,4,20,20,35,5,10,10,0,7,9,8,9,7,7,7,3,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,8,295,0,0.21,1,30,2,10,18,20,16,16,20,1,6,8,,9,,,6,6,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,1,296,0,0.53,1,28,2,15,20,35,15,5,10,0,7,8,9,3,5,5,6,1,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,14,297,0,0.53,1,21,2,25,25,15,15,10,10,1,7,8,8,8,8,8,7,9,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,3,298,0,0.65,1,22,2,10,30,20,10,15,15,1,7,9,9,6,7,5,8,7,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,7,299,0,0.76,0,24,4,10,40,10,20,10,10,0,7,8,8,7,7,7,7,5,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,10,300,0,0.73,1,35,2,15,20,25,15,15,10,1,10,10,10,10,9,9,10,9,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,6,301,1,0.65,1,34,2,20,20,20,20,10,10,1,6,7,10,5,10,6,6,5,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,2,302,0,-0.3,1,21,2,50,5,20,10,5,10,0,4,9,8,4,8,,4,4,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,5,303,0,0.59,1,33,2,20,25,25,10,15,5,0,7,8,8,8,8,7,7,8,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,11,304,0,0.36,1,28,2,5,20,25,25,15,10,0,6,7,8,8,7,4,5,5,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,4,305,1,0.46,0,29,4,10,47,16,12,3,12,1,7,9,9,8,2,7,8,8,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,12,306,0,-0.22,0,22,4,16,20,19,16,18,11,1,8,9,8,9,8,6,8,6,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
309,1,12,13,307,0,0.34,0,27,4,10,20,20,15,20,15,0,4,7,6,7,5,5,6,3,2,32,education,9,2,5,9,20,20,20,20,10,10,30,10,15,25,10,10,7,8,9,9,7
310,1,12,2,294,0,0.21,0,30,4,20,20,35,5,10,10,0,5,6,5,5,5,3,4,2,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,1,295,0,0.16,1,30,2,10,18,20,16,16,20,1,6,9,10,5,5,,6,7,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,8,296,0,0.55,1,28,2,15,20,35,15,5,10,0,6,5,5,3,1,3,2,1,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,7,297,1,0.57,1,21,2,25,25,15,15,10,10,1,7,8,9,7,8,7,7,8,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,10,298,0,0.5,1,22,2,10,30,20,10,15,15,0,7,7,8,6,7,6,7,7,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,14,299,0,0.3,0,24,4,10,40,10,20,10,10,0,8,8,8,8,8,8,8,3,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,3,300,0,0.07,1,35,2,15,20,25,15,15,10,0,6,9,10,7,7,2,4,8,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,13,301,0,0.31,1,34,2,20,20,20,20,10,10,0,3,7,7,2,9,2,2,2,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,9,302,0,-0.62,1,21,2,50,5,20,10,5,10,0,3,,,,3,,2,5,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
310,1,12,12,303,0,0.17,1,33,2,20,25,25,10,15,5,0,7,5,7,3,6,2,4,6,2,25,Computer Science,5,2,7,8,24,15,20,20,8,13,21,17,16,15,13,18,7,6,8,7,4
