"","ID","gender","matchPercent","pRateAttr","pRateSincere","pRateIntell","pRateFun","pRateAmb","pRateShared","pApproval","pLikePercent","importanceRace","importanceReligion","wantsAttr","wantsSincere","wantsIntell","wantsFun","wantsAmb","wantsShared","otherGenderWantsAttr","otherGenderWantsIntell","otherGenderWantsFun","otherGenderWantsAmb","otherGenderWantsShared","selfRateAttr","selfRateSincere","selfRateIntell","selfRateFun","selfRateAmb","sameGenderWantsAttr","sameGenderWantsSincere","sameGenderWantsIntell","sameGenderWantsFun","sameGenderWantsAmb","sameGenderWantsShared"
"237",340,1,0.142857142857143,7.71428571428571,6.85714285714286,7.57142857142857,6.85714285714286,7.14285714285714,5.71428571428571,0.857142857142857,6.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",341,0,0.1875,7.0625,7.625,7.4375,7.1875,6.5625,5.9375,0.4375,6.9375,3,10,20,20,20,20,20,0,60,10,15,0,5,7,9,7,9,9,20,10,20,20,0,40
"239",342,0,0.0666666666666667,5.86666666666667,6.73333333333333,6.73333333333333,6.2,6.53333333333333,5.33333333333333,0.2,5.93333333333333,2,1,40,15,25,5,15,0,70,5,15,5,0,10,10,10,10,10,55,10,5,15,5,10
"240",343,0,0.133333333333333,5.26666666666667,7.66666666666667,7.73333333333333,5.86666666666667,7.33333333333333,5.6,0.2,5.6,5,6,5,25,20,10,15,25,30,7,20,8,20,4,8,10,6,7,15,20,15,15,15,20
"241",344,0,0.222222222222222,6.88888888888889,7.27777777777778,7.55555555555556,7.16666666666667,7.44444444444444,6.72222222222222,0.388888888888889,6.69444444444444,1,3,15,15,15,20,20,15,30,10,20,10,20,7,7,8,8,9,20,10,20,20,10,20
"242",345,0,0.25,6,7.625,7.5625,7,6.625,5.6875,0.375,6.25,7,6,10,20,27,23,15,5,35,10,25,10,10,7,9,9,7,7,50,0,5,20,5,20
"243",346,0,0.333333333333333,8.27777777777778,7.88888888888889,7.88888888888889,7.44444444444444,7.55555555555556,7.55555555555556,0.777777777777778,7.94444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",347,0,0,3.2,6.46666666666667,5.86666666666667,4.2,4.6,2.66666666666667,0,3.8,1,1,30,5,10,20,30,5,30,10,20,30,5,8,6,10,10,10,30,5,10,20,30,5
"245",348,0,0.0588235294117647,4.70588235294118,7.47058823529412,7.17647058823529,6.58823529411765,6.29411764705882,5.11764705882353,0.0588235294117647,5.85294117647059,3,3,15,25,15,15,15,15,25,15,15,15,15,6,10,10,10,10,25,15,15,15,15,15
"246",349,0,0.4375,8.125,8.0625,7.4375,7.625,7.3125,6.4375,0.6875,7.28125,1,7,25,20,10,20,20,5,50,20,30,5,0,7,8,9,8,7,15,20,20,10,25,10
"247",350,0,0.166666666666667,7.66666666666667,7.77777777777778,7.61111111111111,7.27777777777778,7.11111111111111,6.38888888888889,0.722222222222222,7.08333333333333,9,5,12,25,25,8,15,15,30,10,25,5,25,7,10,8,6,8,15,15,15,15,25,15
"248",351,0,0.294117647058824,6.88235294117647,7.41176470588235,7.05882352941176,5.52941176470588,6.11764705882353,4.94117647058824,0.352941176470588,5.88235294117647,1,3,15,15,30,15,15,10,30,10,30,10,10,8,10,8,7,9,30,10,10,30,10,10
"249",352,0,0.166666666666667,5.88888888888889,7.94444444444444,7,5.27777777777778,5.5,4.61111111111111,0.222222222222222,5.27777777777778,6,6,20,20,20,10,10,20,20,15,10,15,20,9,10,9,9,8,20,20,20,10,15,15
"250",353,0,0.0625,4.9375,7.8125,6.75,4.8125,5.3125,3.5625,0.0625,4.4375,7,7,15,10,25,25,10,15,18,19,19,18,18,6,6,6,6,6,15,10,25,25,10,15
"251",354,0,0.444444444444444,6.83333333333333,7.16666666666667,7,7.83333333333333,7.16666666666667,7.33333333333333,0.5,6.98333333333333,9,8,20,10,20,20,20,10,40,10,25,15,15,7,7,8,10,8,25,5,20,15,17,18
"252",355,0,0.0588235294117647,7.23529411764706,7.41176470588235,6.76470588235294,7.05882352941176,6.70588235294118,6,0.588235294117647,6.70588235294118,10,2,50,20,10,5,10,5,60,5,20,5,0,6,10,8,8,8,50,20,10,5,10,5
"253",356,0,0.111111111111111,7.98888888888889,7.66666666666667,7.88888888888889,5.55555555555556,6.88888888888889,6,0.444444444444444,6.88888888888889,2,4,15,25,20,20,0,20,50,20,25,0,5,7,10,9,8,6,30,10,15,15,30,0
"254",357,0,0.1875,7.5,7.8125,7.875,6.8125,6.75,6.0625,0.625,7,10,10,15,20,20,20,20,5,60,5,20,0,15,6,10,7,7,6,15,20,15,20,10,20
"255",358,0,0.117647058823529,7.41176470588235,7.58823529411765,8.41176470588235,6.58823529411765,8.52941176470588,6.29411764705882,0.588235294117647,6.76470588235294,1,1,20,10,25,25,10,10,40,10,10,5,30,8,7,8,8,7,30,5,25,10,25,5
"256",359,0,0.1875,6.21875,6.8125,7.46875,5.3125,6.625,4.625,0.3125,5.34375,1,5,9,17,23,15,14,22,25,8,25,10,25,7,10,9,2,8,25,13,10,13,25,14
"257",360,0,0.266666666666667,5.93333333333333,8.06666666666667,7.6,5.93333333333333,6.53333333333333,5.6,0.266666666666667,5.93333333333333,8,4,20,30,10,10,10,20,30,10,20,10,20,8,10,8,8,8,30,10,10,20,10,20
"258",361,1,0.0769230769230769,4.30769230769231,6.53846153846154,6.84615384615385,5,6.53846153846154,4.23076923076923,0.230769230769231,4.76923076923077,5,5,30,20,30,5,5,10,30,20,5,30,5,7,7,7,5,9,30,20,10,10,0,10
"259",362,1,0.25,5.5625,7.25,7.875,7,6.9375,5.875,0.375,5.8125,1,1,20.51,14.53,24.79,17.09,5.98,17.09,33,16,33,0,1,7,7,8,9,8,25,25,20,10,10,10
"260",363,1,0.125,5.1875,7.75,7.3125,6.0625,6.6875,4.3125,0.25,5.1875,1,1,25,20,20,20,5,10,20,15,30,5,5,5,7,8,8,3,15,25,20,25,5,10
"261",364,1,0.277777777777778,6.38888888888889,7.94444444444444,7.72222222222222,7.55555555555556,7.05555555555556,6,0.444444444444444,6.61111111111111,6,2,25,25,25,15,10,0,25,25,20,15,5,8,8,9,8,9,20,10,20,10,20,20
"262",365,1,0.0769230769230769,7.23076923076923,7.76923076923077,7.84615384615385,7.61538461538461,7.76923076923077,6.84615384615385,0.615384615384615,6.76923076923077,1,1,31.58,10.53,15.79,21.05,10.53,10.53,20,20,15,15,10,8,2,9,9,9,30,10,10,20,15,15
"263",366,1,0.533333333333333,7.6,8.46666666666667,8.6,7.53333333333333,7.8,7.4,0.933333333333333,7.73333333333333,4,6,14,18,17,16,15,20,13,14,20,13,20,6,8,8,9,10,20,15,15,20,10,20
"264",367,1,0.133333333333333,6.6,8.06666666666667,7.73333333333333,7,7.13333333333333,7.66666666666667,0.666666666666667,7.06666666666667,6,3,30,15,20,25,5,5,20,25,10,15,5,7,7,7,8,5,25,20,15,20,5,15
"265",368,1,0.357142857142857,6.64285714285714,8.14285714285714,7.5,7.64285714285714,7.07142857142857,7,0.571428571428571,6.92857142857143,1,1,20,10,25,20,10,15,20,20,15,15,10,6,8,8,8,7,15,15,20,15,15,20
"266",369,1,0.545454545454545,6.54545454545455,7.54545454545455,7.27272727272727,8.54545454545454,7.09090909090909,5.90909090909091,0.727272727272727,6.45454545454545,1,8,17,18,28,27,5,5,50,10,20,5,10,6,9,10,9,7,65,0,8,15,0,12
"267",370,1,0.0714285714285714,8.28571428571429,7.85714285714286,8.28571428571429,7.71428571428571,7.78571428571429,7.14285714285714,0.857142857142857,7.71428571428571,7,4,50,10,10,10,10,10,30,20,10,20,10,8,6,9,9,9,50,10,10,10,10,10
"268",371,1,0.1875,7.5,7.375,7.375,6.875,6.9375,6,0.5,6.75,3,1,40,0,10,50,0,0,15,15,15,20,20,10,8,10,10,10,30,10,20,20,20,0
"269",372,1,0.153846153846154,6.61538461538461,7,7.46153846153846,6.92307692307692,6.23076923076923,6.07692307692308,0.615384615384615,6.07692307692308,9,7,30,15,15,20,5,15,30,15,10,20,15,7,8,9,8,8,40,15,10,20,0,15
"270",373,1,0.25,8.75,8.25,8.25,7.91666666666667,8,7.58333333333333,0.833333333333333,7.5,3,1,75,5,5,10,0,5,80,5,5,5,0,9,8,9,9,9,85,0,5,5,0,5
"271",374,1,0.0769230769230769,5.76923076923077,7.53846153846154,7.53846153846154,5.92307692307692,7.23076923076923,5.15384615384615,0.307692307692308,5.92307692307692,6,6,50,10,10,10,5,15,60,10,10,5,5,6,7,7,6,7,35,20,20,10,5,10
"272",375,1,0.142857142857143,8.5,7.14285714285714,7.28571428571429,6.92857142857143,6.71428571428571,5.85714285714286,0.642857142857143,6.85714285714286,3,2,30,20,15,15,8,12,30,10,15,25,10,8,9,8,9,9,23,15,15,15,27,5
"273",376,1,0.125,6.4375,7.6875,8.5,6.875,8.125,6.25,0.5625,6.75,10,7,30,10,15,20,15,10,30,20,10,20,10,6,10,9,8,10,40,5,15,15,5,20
"274",377,1,0.0714285714285714,5.85714285714286,6.64285714285714,7,5.28571428571429,6.14285714285714,4.85714285714286,0.214285714285714,5,3,2,25,20,10,20,15,10,20,20,20,10,5,7,8,7,8,7,45,10,5,30,5,5
"275",378,1,0.0714285714285714,6.71428571428571,7.28571428571429,7.14285714285714,6.57142857142857,6.64285714285714,6.07142857142857,0.357142857142857,6.21428571428571,3,2,25,15,20,20,10,10,25,10,15,30,10,6,7,9,7,7,10,10,20,20,30,10
"276",379,0,0.142857142857143,6.57142857142857,7.28571428571429,7.78571428571429,6.71428571428571,8,6.5,0.571428571428571,6.21428571428571,4,6,15,15,20,15,15,20,50,5,30,0,10,6,9,8,6,9,20,15,15,20,15,15
"277",380,0,0.125,6.125,7.5,7.9375,6.6875,7.0625,6.125,0.3125,6.0625,4,8,20,20,20,15,15,10,100,0,0,0,0,4,7,9,9,9,20,15,15,20,20,10
"278",381,0,0.153846153846154,6.84615384615385,7.07692307692308,7.07692307692308,7,7,6.46153846153846,0.461538461538462,5.76923076923077,6,3,20,10,20,35,5,10,40,20,15,10,10,7,7,9,10,8,40,5,20,15,10,10
"279",382,0,0.266666666666667,6.6,7.13333333333333,7.13333333333333,5.93333333333333,6.46666666666667,5.73333333333333,0.533333333333333,6.33333333333333,8,1,25,25,25,10,10,5,80,10,10,0,0,7,7,7,7,10,80,0,10,10,0,0
"280",383,0,0.166666666666667,6.58333333333333,7.83333333333333,6.5,6.58333333333333,6.5,5.75,0.583333333333333,6.66666666666667,10,5,25,20,10,20,15,10,75,2,20,1,1,7,9,6,7,6,50,5,5,20,10,10
"281",384,0,0.333333333333333,7,7.53333333333333,7.33333333333333,7.86666666666667,7,7.1,0.733333333333333,7.06666666666667,9,6,20,20,20,20,20,0,20,10,20,20,10,8,8,8,9,9,25,15,15,10,20,15
"282",385,0,0.285714285714286,7.5,8.35714285714286,7,7.42857142857143,6.64285714285714,6.28571428571429,0.428571428571429,6.85714285714286,5,8,25,20,20,20,10,5,50,10,20,5,10,8,8,8,6,6,40,5,10,20,5,20
"283",386,0,0.142857142857143,6.07142857142857,8.28571428571429,7.64285714285714,7.14285714285714,6.85714285714286,5.92857142857143,0.357142857142857,6.42857142857143,4,2,15,10,30,10,15,20,40,10,20,10,15,7,8,9,9,9,15,10,30,10,15,20
"284",387,0,0.384615384615385,8.26923076923077,7.69230769230769,7.53846153846154,7.42307692307692,6.69230769230769,6,0.769230769230769,7.15384615384615,5,2,20,15,25,15,15,10,30,20,15,10,10,8,8,8,8,8,20,15,25,15,15,10
"285",388,0,0,7.33333333333333,6.66666666666667,6.5,7,6.91666666666667,5.33333333333333,0.5,5.91666666666667,1,6,22,17,15,15,15,16,25,15,15,15,15,8,8,8,7,8,20,15,14,16,1,16
"286",389,0,0.411764705882353,7.58823529411765,7.11764705882353,7.64705882352941,7.79411764705882,7.32352941176471,5.29411764705882,0.941176470588235,7.29411764705882,1,1,20,30,20,20,0,10,50,10,15,15,10,8,10,7,9,5,50,0,10,15,15,10
"287",390,0,0.1875,3.8125,6.125,6.46875,4.5,6.25,2.625,0.1875,4.4375,1,10,10,20,20,10,10,30,10,20,10,10,30,8,8,8,8,8,20,20,20,20,10,10
"288",391,0,0.0769230769230769,7.07692307692308,7.15384615384615,7.38461538461539,7,6.61538461538461,6.76923076923077,0.615384615384615,6.76923076923077,1,5,35,0,35,10,10,10,80,0,20,0,0,8,9,9,9,7,50,0,0,0,50,0
"289",392,0,0,6.2,7.86666666666667,7.26666666666667,7,7.06666666666667,6.46666666666667,0.466666666666667,6.66666666666667,6,1,15,20,15,30,10,10,25,10,25,15,15,4,7,8,7,7,15,20,15,25,15,10
"290",393,0,0.230769230769231,5.69230769230769,8.23076923076923,7.61538461538461,6.53846153846154,6.61538461538461,6,0.307692307692308,6.23076923076923,4,8,8,20,25,25,12,10,18,18,18,5,13,7,9,8,8,8,10,20,25,20,15,10
"291",394,0,0,5.71428571428571,7.35714285714286,7.07142857142857,6.28571428571429,6,5.21428571428571,0.285714285714286,5.64285714285714,1,6,18,19,16,15,15,17,20,15,15,15,15,9,8,7,7,7,20,15,15,15,20,15
"292",395,0,0.142857142857143,6.07142857142857,6.78571428571429,7,6.28571428571429,6.5,5.35714285714286,0.285714285714286,5.39285714285714,1,2,20,20,20,10,10,20,30,10,20,10,10,8,8,9,7,7,30,20,10,20,10,10
"293",396,0,0.142857142857143,5.21428571428571,6.85714285714286,6.71428571428571,5.78571428571429,6.28571428571429,5.35714285714286,0.357142857142857,5.35714285714286,1,5,15,18,18,18,15,16,20,15,18,14,18,8,10,10,10,8,16,15,18,18,18,15
"294",397,1,0.0769230769230769,5.38461538461539,7.38461538461539,7.23076923076923,5.38461538461539,7.23076923076923,5.61538461538461,0.230769230769231,5.53846153846154,3,2,20,21,21,22,6,10,18,17,23,6,8,7,7,10,7,9,27,18,14,25,5,9
"295",398,1,0.384615384615385,7.53846153846154,7.53846153846154,7.61538461538461,8.23076923076923,7.07692307692308,6.30769230769231,0.615384615384615,7.53846153846154,7,2,45,10,10,30,0,5,20,20,20,10,10,7,6,7,10,8,35,20,10,20,5,10
"296",399,1,0.125,6.75,6.75,7.375,6.25,7.625,6,0.625,6,1,1,25,10,20,20,10,15,15,25,20,25,0,9,9,9,9,9,40,5,10,25,15,5
"297",400,1,0.25,7.08333333333333,7.75,8.08333333333333,7.08333333333333,8.25,6.91666666666667,0.666666666666667,7.125,7,7,70,5,20,3,1,1,80,5,4,3,3,7,10,8,6,7,40,10,20,10,10,10
"298",401,1,0.0714285714285714,6.5,8.35714285714286,8.28571428571429,6,8,5.71428571428571,0.428571428571429,6.14285714285714,1,1,35,0,25,20,0,20,25,30,10,0,25,8,5,10,7,5,30,10,20,20,0,20
"299",402,1,0.0666666666666667,5.06666666666667,8.26666666666667,8.2,6.46666666666667,8.46666666666667,5,0.0666666666666667,5.4,1,1,25,20,15,25,10,5,25,10,20,10,15,6,8,10,7,9,10,25,10,20,10,25
"300",403,1,0.0833333333333333,4.83333333333333,8,7.58333333333333,6.25,7.08333333333333,4.91666666666667,0.166666666666667,5.33333333333333,6,6,20,25,20,15,5,15,25,10,20,15,10,4,8,9,7,9,25,20,20,15,10,10
"301",404,1,0.384615384615385,8.15384615384615,8,7.38461538461539,6.84615384615385,7.30769230769231,5.84615384615385,0.538461538461538,6.46153846153846,1,4,25,14,25,25,3,8,10,24,24,20,6,6,9,8,7,8,27,10,20,25,4,14
"302",405,1,0,5.64285714285714,8.14285714285714,8.35714285714286,7,8.35714285714286,6.21428571428571,0.285714285714286,6,1,1,30,25,20,15,5,5,25,25,15,20,5,8,8,9,10,10,25,10,25,15,20,5
"303",406,1,0.266666666666667,5.86666666666667,7.33333333333333,8,7.93333333333333,8,6.16666666666667,0.266666666666667,6.26666666666667,1,1,20,20,20,20,20,0,20,20,20,20,0,6,7,8,8,9,40,0,20,30,0,10
"304",407,1,0.133333333333333,7.13333333333333,8.93333333333333,8.13333333333333,7.06666666666667,7.4,7.53333333333333,0.666666666666667,7.13333333333333,1,1,30,15,15,15,15,10,50,10,10,10,10,7,9,7,8,8,50,10,10,10,10,10
"305",408,1,0.357142857142857,6.64285714285714,7.14285714285714,7,7.07142857142857,7.42857142857143,6.42857142857143,0.5,6.21428571428571,1,1,20,10,20,20,10,20,30,15,20,10,15,8,7,8,10,9,20,25,15,15,10,15
"306",409,1,0.307692307692308,7.07692307692308,8.23076923076923,8.30769230769231,7.38461538461539,7.38461538461539,6.61538461538461,0.615384615384615,6.84615384615385,5,5,20,15,20,20,10,15,15,20,20,15,15,7,9,9,8,8,30,10,20,20,10,10
"307",410,1,0.153846153846154,7.38461538461539,8.23076923076923,8.23076923076923,7.61538461538461,7.53846153846154,6.76923076923077,0.692307692307692,7,8,8,20,20,20,20,10,10,30,10,20,10,10,7,10,10,6,10,50,10,10,10,5,5
"308",411,1,0.0833333333333333,7.29166666666667,8.16666666666667,8.25,8,8.16666666666667,6.66666666666667,0.5,6.58333333333333,8,2,35,15,15,25,10,0,60,10,20,0,0,8,6,7,9,5,40,20,15,15,5,5
"309",412,1,0.181818181818182,5.36363636363636,7.18181818181818,7.36363636363636,6.72727272727273,7.27272727272727,5.63636363636364,0.272727272727273,5.54545454545455,1,1,75,5,5,5,5,5,60,10,10,5,5,7,7,8,8,8,95,1,1,1,1,1
"310",413,1,0,6.69230769230769,7.84615384615385,7.76923076923077,6.84615384615385,7.53846153846154,6.30769230769231,0.461538461538462,6.92307692307692,5,3,10,10,30,30,5,15,25,20,25,10,10,7,9,8,7,6,30,10,10,30,10,10
"311",414,1,0.461538461538462,6.53846153846154,7.53846153846154,7.84615384615385,6.15384615384615,8.15384615384615,4.92307692307692,0.461538461538462,5.92307692307692,2,10,95,1,1,1,1,1,95,1,1,1,1,NA,NA,NA,NA,NA,15,15,15,15,15,25
"312",415,1,0,3.58333333333333,4.16666666666667,4.25,3.66666666666667,4.5,2.25,0,2.75,3,1,10,20,40,10,10,10,20,10,30,10,20,7,8,10,4,8,20,10,10,30,10,20
"313",416,0,0.714285714285714,7.14285714285714,7.71428571428571,7.57142857142857,7.71428571428571,7.57142857142857,6.85714285714286,0.857142857142857,7.71428571428571,3,3,15,20,30,20,5,10,30,10,30,10,10,NA,NA,NA,NA,NA,30,10,10,30,10,10
"314",417,0,0.142857142857143,5.28571428571429,8.14285714285714,7.42857142857143,6,6.28571428571429,5.85714285714286,0.142857142857143,6.28571428571429,1,1,20,20,20,10,10,20,25,10,20,15,20,7,8,8,4,8,25,10,10,20,15,20
"315",418,0,0,6.71428571428571,8,8.28571428571429,7.42857142857143,7.28571428571429,6.14285714285714,0.571428571428571,7.64285714285714,7,3,15,25,20,15,10,15,25,15,20,10,15,7,9,8,7,5,20,15,20,15,15,15
"316",419,0,0.142857142857143,6.28571428571429,8.28571428571429,8.14285714285714,6.28571428571429,7.42857142857143,6.71428571428571,0.142857142857143,6,0,1,5,30,20,10,5,30,50,5,10,5,20,9,8,9,5,3,50,5,10,20,5,10
"317",420,0,0.25,7.5,7.625,7.875,7.75,7.125,6.625,0.875,7.3125,1,1,10,10,40,10,15,15,35,15,25,5,15,8,9,10,7,7,25,10,10,15,25,15
"318",421,0,0.285714285714286,6.57142857142857,6.71428571428571,6.85714285714286,6,6.14285714285714,5.14285714285714,0.571428571428571,6.14285714285714,5,5,20,10,30,20,10,10,30,20,20,10,10,7,7,6,6,6,30,10,30,10,10,10
"319",422,1,0.666666666666667,6.5,8,7.5,7.33333333333333,7.83333333333333,5.83333333333333,0.833333333333333,6.83333333333333,6,7,30,25,20,10,10,5,30,15,15,15,5,8,10,8,8,8,45,5,10,20,10,10
"320",423,1,0.2,6,7.2,7,5.8,6.8,4.2,0.2,NA,1,1,30,20,30,10,5,5,20,20,10,35,5,7,9,9,8,9,40,10,10,20,10,10
"321",424,1,0.4,5.4,8,8,6,7,5.4,0.6,6,4,4,17,16,17,17,17,16,25,15,15,15,15,7,7,7,7,7,25,15,15,15,15,15
"322",425,1,0,3.7,6.2,7.3,4,7.6,4.2,0,5,3,7,16,25,20,12,12,15,10,20,10,20,15,6,9,9,6,9,25,19,10,20,6,20
"323",426,1,0.166666666666667,3.5,4.16666666666667,6.66666666666667,4.83333333333333,7.83333333333333,3.5,0.166666666666667,3.83333333333333,4,7,25,7,35,20,8,5,30,40,4,20,3,8,8,10,8,9,60,5,5,20,5,5
"324",427,1,0,5.66666666666667,7.33333333333333,7,4.83333333333333,6.33333333333333,4.66666666666667,0.166666666666667,4.83333333333333,1,1,20,20,20,20,20,20,25,10,25,20,10,7,10,7,8,9,25,10,10,25,20,10
"325",428,1,0.333333333333333,6,7.5,8.33333333333333,6.83333333333333,8.66666666666667,6.66666666666667,0.666666666666667,7,8,8,60,10,10,10,10,0,50,10,10,10,10,8,8,9,7,9,50,10,10,10,10,10
"326",429,1,0.2,6.8,6.8,6.6,5.6,7.8,4,0.4,5.6,1,1,55,10,15,15,5,0,25,15,15,15,15,8,8,9,9,8,75,5,5,5,5,5
"327",430,0,0,6.38461538461539,7,6.46153846153846,5.92307692307692,5.61538461538461,4.92307692307692,0.692307692307692,6.46153846153846,3,10,10,25,15,20,15,15,25,10,30,10,15,5,8,5,8,8,25,20,10,30,10,5
"328",431,0,0.142857142857143,5.78571428571429,5.78571428571429,6.42857142857143,4.5,7.14285714285714,4.21428571428571,0.5,5.07142857142857,5,8,15,15,25,15,15,15,50,10,10,10,10,7,10,9,7,10,50,10,10,10,10,10
"329",432,0,0.461538461538462,6.53846153846154,7.69230769230769,7.46153846153846,6.46153846153846,5.69230769230769,5.53846153846154,0.538461538461538,6.46153846153846,1,1,15,30,30,10,10,5,25,25,15,20,5,7,8,8,8,8,20,0,25,15,25,15
"330",433,0,0.142857142857143,5.14285714285714,6.92857142857143,6.78571428571429,6.71428571428571,5.92857142857143,5.07142857142857,0.428571428571429,5.64285714285714,3,3,20,20,20,20,10,10,35,10,35,5,5,8,6,8,7,5,30,10,20,20,10,10
"331",434,0,0.0769230769230769,7.15384615384615,7.38461538461539,7.07692307692308,6.30769230769231,5.61538461538461,5.23076923076923,0.846153846153846,6.53846153846154,2,2,30,15,15,30,0,10,40,10,25,0,15,7,7,6,8,4,30,20,10,20,10,10
"332",435,0,0.230769230769231,5.84615384615385,6.15384615384615,6.30769230769231,6.38461538461539,6.69230769230769,4.53846153846154,0.307692307692308,5.84615384615385,1,1,25,5,20,25,15,10,50,4,25,10,10,7,9,9,9,9,50,2,8,45,1,4
"333",436,0,0.153846153846154,7.38461538461539,6.23076923076923,6.84615384615385,7.53846153846154,7.23076923076923,5.38461538461539,0.538461538461538,6.30769230769231,9,1,28,8,17,22,17,8,50,0,50,0,0,9,8,7,10,6,20,20,20,20,20,0
"334",437,0,0.230769230769231,6,7,6.46153846153846,6.15384615384615,5,5.07692307692308,0.307692307692308,6.15384615384615,2,6,15,15,18,18,14,20,35,12,15,15,23,7,9,9,9,8,28,12,13,10,12,25
"335",438,0,0.166666666666667,6.5,7,6.91666666666667,6.58333333333333,5.91666666666667,5.25,0.75,6.75,1,5,14,15,16,17,18,20,20,15,15,14,14,7,8,7,7,7,20,12,15,15,14,14
"336",439,0,0.214285714285714,7.42857142857143,5.92857142857143,6.92857142857143,6,5.5,4.5,0.642857142857143,6.42857142857143,1,5,20,10,50,5,10,5,60,10,10,10,10,8,8,7,7,7,30,10,10,10,20,20
"337",440,1,0,8.44444444444444,7.88888888888889,8.77777777777778,8.33333333333333,8.11111111111111,7.11111111111111,0.555555555555556,7.66666666666667,8,2,35,5,30,20,5,5,40,20,10,20,5,8,8,9,9,9,35,5,30,20,5,5
"338",441,1,0.222222222222222,6.66666666666667,7.11111111111111,7.44444444444444,7.33333333333333,7.22222222222222,6.55555555555556,0.444444444444444,6.44444444444444,4,2,35,10,25,20,5,5,50,0,25,25,0,8,7,9,8,8,50,0,20,20,0,10
"339",442,1,0.4,6.1,7.9,8.1,6.1,7.7,4.5,0.4,6.3,1,1,40,10,0,45,0,5,30,10,20,30,10,7,9,8,8,9,60,0,10,30,0,0
"340",443,1,0,6.25,7.75,8.125,7.625,8.25,5.75,0.25,6.875,1,3,30,25,10,20,0,15,40,20,20,20,0,7,10,7,9,7,40,10,10,30,0,10
"341",444,1,0,8.4,7,7.9,7.5,8.3,5.2,0.5,7.1,5,1,50,10,10,30,0,0,30,10,30,5,5,8,7,8,9,7,50,10,0,20,0,20
"342",445,1,0.125,6.75,7.25,7.625,7,7.625,5.75,0.375,6.5,1,1,40,12,18,12,6,12,30,10,20,20,5,9,8,10,7,7,60,5,5,20,5,5
"343",446,1,0.333333333333333,6,7.33333333333333,7.66666666666667,5.88888888888889,6.77777777777778,5.44444444444444,0.444444444444444,6.88888888888889,2,2,30,20,25,15,10,0,30,25,20,0,0,6,8,7,9,5,30,20,15,15,15,5
"344",447,1,0.1,7.1,8.1,8.4,6.9,8.4,4.8,0.3,6.9,1,1,15,30,25,20,0,10,20,15,25,10,10,6,10,7,6,4,25,20,20,20,0,15
"345",448,1,0.375,7.625,6.375,7.375,7.5,8.375,5.5,0.5,5.75,1,1,25,15,25,25,5,5,15,25,17,18,10,8,9,9,8,10,30,20,15,20,0,15
"346",449,1,0.222222222222222,7.66666666666667,7.22222222222222,8.22222222222222,8.11111111111111,8.22222222222222,6.11111111111111,0.333333333333333,6.44444444444444,7,1,55,2,1,40,1,1,25,13,44,11,6,7,10,10,10,8,55,2,1,40,1,1
"347",450,1,0.2,5.6,7.3,8.2,7,7.9,5.5,0.3,5.8,3,7,50,5,5,5,5,30,25,5,5,30,30,9,6,10,7,10,50,5,5,5,5,30
"348",451,1,0,3,7.22222222222222,8.33333333333333,4.88888888888889,8.22222222222222,4.66666666666667,0,5.11111111111111,3,1,20,40,5,20,5,10,20,10,10,10,10,2,4,4,4,4,40,10,10,20,10,10
"349",452,1,0.111111111111111,4.22222222222222,6.88888888888889,8,7,7.77777777777778,4,0.111111111111111,4.88888888888889,7,1,35,30,25,5,0,5,35,15,30,5,10,7,8,10,7,8,30,5,10,30,10,15
"350",453,1,0.111111111111111,3.88888888888889,8.55555555555556,8.66666666666667,4.88888888888889,8,3.77777777777778,0.111111111111111,4.88888888888889,4,3,30,30,30,5,0,5,20,20,15,15,15,5,6,8,7,5,30,30,30,5,0,5
"351",454,0,0,5.8,7.4,6.6,6.6,6.2,5.2,0.4,6.4,3,3,10,20,20,20,10,20,30,10,20,10,10,8,9,9,9,7,20,20,10,20,20,10
"352",455,0,0,5.8,8,7.6,6.6,6.6,6.6,0,6.4,5,5,10,25,20,16,20,9,25,12,20,11,20,7,9,8,9,8,20,16,13,19,13,19
"353",456,0,0.2,7.4,6.2,6.8,7,7.4,6.4,1,6.8,3,2,25,20,15,10,15,15,30,10,15,10,20,8,8,7,6,7,20,10,20,10,30,10
"354",457,0,0,5.8,7.2,6.8,7.2,5,5.6,0.2,6.6,1,1,25,0,25,25,0,25,30,10,15,10,15,7,6,8,7,3,20,20,10,15,20,15
"355",458,0,0.4,6.4,6.4,7.2,6.6,7.8,6,0.4,6,9,8,50,5,25,20,0,0,50,20,0,0,20,10,10,10,9,10,30,10,30,10,20,0
"356",459,0,0,7,6.8,7,6.6,7.4,5.8,0.6,6.6,6,1,30,10,10,30,10,10,50,0,30,0,20,5,5,5,5,8,50,0,10,30,0,10
"357",460,1,0.166666666666667,7,8.5,8,6.83333333333333,6.66666666666667,6.16666666666667,0.833333333333333,6.66666666666667,2,1,20,10,20,15,15,20,15,15,10,20,15,8,8,9,7,7,15,20,15,15,20,15
